well_number,well_position,cycle_number,POOL_T80K_1,POOL_T80K_2,POOL_T80K_3,POOL_T80K_4,POOL_T80K_5,POOL_T80K_6,POOL_T80K_7,POOL_T80K_8,POOL_T80K_9,POOL_T80K_10,POOL_WT_1,Non-targeting,Untransduced_WT,Untransduced_T80K
93,H9,25,323870.06,247469.78,242361.89,242966.66,233855.56,236960.08,243963.83,234337.69,250717.9,238722.88,876043.44,1284696.2,1016655.44,#N/A
94,H10,25,269795.12,290958.06,259260.44,267334.62,261244.78,251161.62,259127.39,257905.55,259479.97,247888.9,538238.6,1105394.8,852440.5,#N/A
95,H11,25,240177,250918.3,242983.95,247861.75,250323.36,611484.9,249822.08,241543.4,242452.55,230896.45,310090.8,334431.94,835151.7,#N/A
96,H12,25,218410,247004,226218.33,228656.94,253209.55,241049.66,254830.17,252036.08,261351.61,229742.33,480432.16,708427.75,530170.44,#N/A
1,A1,26,335011.47,333519.47,355035.72,325355.4,346201.38,1102851,732427.3,321495.56,323529.72,282406.44,566826.94,1341117,860989.75,#N/A
2,A2,26,306956.94,320698.88,334488.8,323166.8,334382.3,302791.16,321096.75,293802.38,307809.47,284873.03,721756.1,931131.4,324833.66,#N/A
3,A3,26,302354.38,322710,302829.78,301176.34,300869.6,314179.22,311014,289568.72,291528.28,270432.94,1338698.5,1764825.8,503334.84,#N/A
4,A4,26,287067.66,292336.7,291739,291959.03,290457.97,290174.7,297657.12,289427.2,284425.6,281849.56,1034455.8,1446467.1,1205747.8,#N/A
5,A5,26,269507.44,281082.2,272739,271804.7,277498.75,281481.12,283925.62,288337.06,268078.94,264997.25,710431.94,848573.1,842401.44,#N/A
6,A6,26,230004.81,243668.88,236351.52,231855.12,253182.81,241659.75,240789.38,234937.12,256198.66,255286.81,1562265.2,956209.6,245809.4,#N/A
7,A7,26,246732.19,258314.14,256013.58,249082.83,257619.97,246020.14,267815.78,250606.73,255780.14,259933.44,938641.1,1479189.1,1026502.2,#N/A
8,A8,26,261940.83,268347.78,271945.7,258791.05,266211.12,256554.11,267429.03,261149.28,269718.25,288123.03,1284908.4,483272.97,1263672.4,#N/A
9,A9,26,275044.72,272795.56,273850.97,268597,262713.34,291420.28,283644.38,287290.2,259172.2,265642.56,1315865.2,727105.56,273076.97,#N/A
10,A10,26,272997.97,306426.66,279792.8,288655.62,287527.75,278179.72,278209.28,275991.3,266860.12,293910.7,914857.75,276702.47,1352129.4,#N/A
11,A11,26,257057.64,268970.6,249534.98,272178.7,263916.38,254021.34,267723.62,242584.42,243266.31,334980.56,260127.34,1016410.5,518029.6,#N/A
12,A12,26,236204.86,254631.69,259461.02,241621.84,258205.8,250035.19,239917.58,234617.66,244109.4,233293.61,236539.44,264881.03,1097436.6,#N/A
13,B1,26,327037.7,328394.44,327672.7,345585.8,320879.8,323541.22,339729.78,310370.03,329081.84,305646.7,360012.8,759775.44,1372341,#N/A
14,B2,26,271838.62,287787.34,299623.6,303674.94,276836.25,308597.22,287384,286985,265741.75,255091.52,282275.53,912513.44,309983.62,#N/A
15,B3,26,270914.53,276194.53,283233.38,264526.56,268604.53,267084.56,266170.22,276351.16,266386.06,277637.1,889693.7,1222212.2,759422.3,#N/A
16,B4,26,256017.72,268458.88,256342.95,252097.42,256050.97,543196.1,786130.9,254725.66,251765.77,269876.6,1209419.2,266648.7,274857.5,#N/A
17,B5,26,236719.12,248085.78,276669.34,240781.17,242560.05,248488.3,244573.02,242281.39,257379.95,275709.8,984536.9,580301.5,543139.9,#N/A
18,B6,26,253124.69,238188.75,248497.14,401008.12,251400.98,241527.83,257579.1,245375.55,246137.08,246361.39,869542.8,2090992.5,691219.5,#N/A
19,B7,26,239937.97,232568.02,242984.22,238335.2,245373.6,237445.02,210043.44,225422.88,239163.22,239017.75,944860.6,235523.58,1619780.5,#N/A
20,B8,26,229124.81,237804.16,266018.8,245202.16,239549.52,247668.52,237905.14,313268.75,245394.02,244327.16,579645.4,1020906.94,959005.8,#N/A
21,B9,26,230463.56,248523.66,240739.23,235050.64,237879.53,238592.6,237061.53,239775.53,234492.52,815294.3,468972.66,241755.2,1506511.2,#N/A
22,B10,26,245674.84,248697.28,242286.88,240139.73,252098.81,243002.22,242703.81,251445.64,236494.6,241056.47,777643.94,705808.25,1024030.4,#N/A
23,B11,26,239954.23,251261.66,454942.53,246886.66,248065.12,246824.25,248577.1,231264.97,231356.38,234946.47,334313.6,659918.3,1413774.1,#N/A
24,B12,26,248993.28,238331.58,246805.33,237855.14,239599.69,252927.97,237784.12,224436.94,237030.4,256629.62,615636.5,1312908.5,838400.9,#N/A
25,C1,26,324274.66,322885.2,346546.88,329294.03,345089.8,320334.84,332108.34,330224.53,364092.56,285908.1,444349.53,892671.56,1204770,321439.53
26,C2,26,232444.08,281749.66,284685.62,285126.06,285808.38,285740.28,287342.97,267968.47,246528.98,277072.66,297794.34,751033.6,430161.5,257634.77
27,C3,26,247333.36,251655.03,253324.73,263791.44,273223.66,256579.84,255918.39,249723.03,246923.28,269378.47,1371656.1,1052485.1,1343688.8,237924.75
28,C4,26,242942.03,245861.45,245894.44,241045.48,251586.34,938726.5,257765.66,240571.98,232541.31,254241.28,974916.5,865625.94,930913.4,237127
29,C5,26,251774.52,244177.67,247609.97,238767.7,252401.92,241395.03,245550.5,232462.64,457866.72,257172.95,1221078.5,551811.1,460998.88,226297.6
30,C6,26,222199.47,233750.95,665821.2,226286.78,229845.69,266325.97,244687.66,223688,233758.56,247311.2,495367.03,230717.67,1130059.2,#N/A
31,C7,26,228259.2,235673.02,258866.3,231653.36,233404.34,229834.2,228639.95,224249.72,237158.86,228144.16,1627128.8,508337.3,1479635.4,#N/A
32,C8,26,239799.92,237276.56,228945.73,238979.2,234817.06,223729.77,257263.16,224822.81,222932.03,238433.72,1173388.2,926348.56,1002974.9,#N/A
33,C9,26,210608.64,219475.42,218660.12,215049.5,213917.39,212235.44,236124.27,328121.84,210084.38,214221.48,577209.2,218342.58,1110788.4,#N/A
34,C10,26,310568.72,314308.5,315517.78,316848.06,332452.84,339223.47,306438.22,994660.6,1175305.5,278709.22,790280.75,1019069.25,1305100.1,#N/A
35,C11,26,231290.17,246657.25,246290.19,231212.05,233876.38,236427.55,242706.31,227660.31,230555.47,232893.62,608680.9,532933,1343595.5,#N/A
36,C12,26,234704.7,226148.75,241164,235391.78,253530.5,238845.39,239204.14,224760.48,240508.62,234622.1,524214.72,811153.3,449696.88,#N/A
37,D1,26,332020.03,343335.66,337491.94,343909.9,350157.94,954728.25,336806.16,315520.12,307209.06,301373.38,948703.94,862221.44,769887.25,311499
38,D2,26,282435.56,294048.12,288668.7,299994.34,297298.97,292834.66,295806.78,282216.8,276316.3,303363.34,747021.94,1313714.2,487700.62,264980.84
39,D3,26,262853.06,259842.12,264975.5,256644.55,257731.22,258952.78,262422.3,263133.03,253227.73,235142.77,1726481.1,781515,959040.75,230158.6
40,D4,26,247019.52,258481.55,261587.83,260332.97,276361.47,1160751.1,252867.64,239111.03,258780.11,258026.44,1076073.2,1475160.8,997907.5,240168.39
41,D5,26,243255.03,238854.33,255668.94,255152.66,491169.56,237732.05,250062.73,234463.08,241165.44,238226.11,1282495,545791.7,1756684.4,218630.53
42,D6,26,241434.95,254467.61,245140.31,242000.89,246001.47,244179.67,249260.16,235425.08,238454.62,243137.98,979914.75,880691.75,247987.2,#N/A
43,D7,26,276225.8,242335.58,232885,284327.75,248730.02,238970.61,238718.84,224490.58,235075.83,239715.19,1959510.6,342728.3,1235682.9,#N/A
44,D8,26,494120.03,225604.14,231222.95,222607.4,555256.2,226471.44,231443.5,255755.97,220965.27,238244.1,1101279.8,725156.7,1183710.4,#N/A
45,D9,26,210961.58,221031.38,230802.56,221448.66,229223.52,222163.6,218073,217544.7,212385.44,231463.64,490624.8,939539.56,1528948.4,#N/A
46,D10,26,225375.2,234721.42,230913.89,231558.95,245302.12,234797.73,227721.94,220660.11,220477.33,497529.4,373645.8,722331.4,686564.1,#N/A
47,D11,26,280265.47,236579.22,232888.95,227960.2,237545.36,230255.66,225275.5,223528.34,226881.69,224604.72,336315.94,445637.56,1971807.8,#N/A
48,D12,26,276963.7,248673.67,243738.86,238427.53,236973.55,233121.95,259271.77,225283.36,230256.03,243992.33,1051845.5,1200684.4,595425.3,#N/A
49,E1,26,328165.47,344804.3,347760.97,341611.4,354931.4,334342.9,350785.16,330897.44,322787.5,902479.94,1699472,868191.3,1094119.4,320344.53
50,E2,26,310126.6,692479,642330.8,290731.9,285666.3,646160.2,289451.5,279814.62,273102.75,291147.28,698402.75,1485683.9,387606.75,266267.12
51,E3,26,278255.53,256468.12,270349.88,257174.1,256527.34,275323.34,257082.3,265246,246330.44,705291.9,1083210.2,1636302.5,814565.94,235944.25
52,E4,26,294251.94,288510.7,289348.8,289290.6,289602.22,296316.53,293372.44,292072.8,283391.94,305994.7,1344226.2,902009.75,2040983.5,253223.14
53,E5,26,296564.2,308871.44,321340.06,323687.16,319149.34,319431.75,313918.34,312664.44,306797,328316.44,307903.3,313620.75,1838473,283416.06
54,E6,26,234160.1,228735.27,234874.3,237056.11,257923.95,227608.6,241059.73,231887.17,855843.56,234649.25,892885.6,1154101,725757.1,#N/A
55,E7,26,227597.06,235714.33,242435.81,262801.2,231196.58,248479.6,242378.77,238680.39,232387.61,244274.61,312065.8,243394.69,1128640.2,#N/A
56,E8,26,234103.4,229262.78,232778.36,229662.47,226090.48,230828.66,243759.5,245526.88,221722.14,256025.44,225237.73,1984443.1,519406.88,#N/A
57,E9,26,927270.2,224181.53,223052.94,215009.2,221474.48,223199.34,218056.3,211104.23,220575.83,209971.64,1087062.5,1073628.8,607057.4,#N/A
58,E10,26,241803.48,238438.98,237055.8,235087.86,251294.3,234998.5,233281.88,225888.16,247580.69,234088.56,231262.27,858988.94,597844.94,#N/A
59,E11,26,229838.88,492565.38,238632.1,250244.9,236639.66,236231.53,238958.78,216382.98,243783.97,241345.7,231572.6,1114341.5,1033906.25,#N/A
60,E12,26,219888.56,246649.58,233615.67,319008.3,272370.72,240273.08,233304.8,224478.1,217448.39,220629.22,705634.1,846863.8,797657.5,#N/A
61,F1,26,328005,342480.47,556064.9,331246.4,363016.84,346696.44,360057.66,331116.53,314780.12,319603.47,809674.3,2546613,1277240.6,322087.62
62,F2,26,286541.2,291484.6,299004.06,301796.62,302263.88,293501,958933.7,277423.03,279216.66,317559.25,1183950,937889.4,656498.4,268721.8
63,F3,26,253048.2,258464.55,273484.4,264471.94,259388.86,257139.6,587480.6,552913.6,253498.23,261489.64,266314.2,1388664.9,1201345.2,238501.64
64,F4,26,260408.53,281230.28,270749.66,270485.34,277573.4,261029.73,882392.5,253065.25,771839.5,272201.2,280512.88,1567426,1323311.2,255753.73
65,F5,26,218418.88,231582.53,232921.67,221948.52,226345.47,244039.92,225439.12,215418.22,226542.78,224306.84,1335931.5,504857.25,913814,207988.11
66,F6,26,248420.1,235730.95,238812.34,237101.64,235509.89,238933.53,237787.6,229302.97,228838.36,243800.52,769023.06,1548838,705602.4,#N/A
67,F7,26,224485.1,232201.88,238285.17,227879.8,229635.1,242200.05,238539.95,236949.03,230436.52,229987.22,1387753.6,465923.53,1469846.6,#N/A
68,F8,26,220304.39,249709.05,239162.58,249664.48,233875.58,230815.08,243768.62,215007.95,241438.19,220880.25,848002.7,576872.2,852966.3,#N/A
69,F9,26,218806.48,255271.5,1315909.1,226389.97,251253.62,240883.95,228827.95,222327.58,226047.84,227946.61,517247.97,673204.3,582462.7,#N/A
70,F10,26,375888.12,258363.66,236115.73,229623.48,223422.8,232246.45,726895.75,209487.33,220070.39,218057.45,775743.4,828582.25,1195245.6,#N/A
71,F11,26,193958.52,235457.42,234044.92,215538.1,239177.84,222172.72,222058.06,210714.31,220910.86,217365,1128424,546650.5,319465.4,#N/A
72,F12,26,241436.4,240599.03,229565.8,220387.9,224053.86,228884.62,224507.3,217301.06,216543.92,241979.27,522116.8,961481.9,546048.3,#N/A
73,G1,26,307747.3,320003.7,304294.16,296873.2,327654.6,312059.44,375882.75,325348.47,300025.6,313656.5,737825.06,1691206.6,671666,311141.8
74,G2,26,271368.03,282352.66,305558.66,283866.25,296699.94,311034.78,291823.66,277597.8,291320.34,276413.03,762901.94,1299126.1,995015.3,269404.97
75,G3,26,259580.12,266457,299716.06,278341.62,513237.56,280251.1,281353.44,265096.5,265356.84,266707.3,898658.25,997314.2,2328481,249135.11
76,G4,26,246385.89,250652.39,260766,261685,267123.44,266757.56,253409.11,259982.4,255918.38,311209.47,882840.56,682397.75,1380426.8,235965.45
77,G5,26,246167.03,240925.92,252171.34,254595.25,249188.86,243328.66,253405.7,237171.53,249894.42,233204.1,604893.9,953355.9,1229948.6,222754.12
78,G6,26,749850.9,241616.81,243173.89,237714.45,254226.08,244391.69,227035.42,224161.08,242935.03,237391.44,905729.44,1080612.9,1359478,#N/A
79,G7,26,222850.44,222526.98,218535.39,215344.95,218625.98,212337.88,254811.27,208942.73,221759.33,240473.44,214270.95,1240698.6,995474.5,#N/A
80,G8,26,224156.69,243799.3,253019.25,248772.66,233980.55,226421.77,250236.52,233674.6,234266.38,228280.94,1315424.6,666997.5,1033111.56,#N/A
81,G9,26,231498.08,233323.8,228858.66,226155.03,244873.3,249606.6,231581.45,225074.67,225083.36,222469.48,575686.8,369716.06,983768.06,#N/A
82,G10,26,229837.86,236230.31,235785.97,237437.86,267498.4,231956.25,234953.3,225049.17,240296.4,222234.86,790383.1,649068.56,730972.06,#N/A
83,G11,26,217021.81,228016.03,229259.97,227394.83,232375.2,226268.55,230090.92,229829.39,212713.78,215975.44,1170752.1,798895.6,1386300.5,#N/A
84,G12,26,246100.58,240803.66,236159.83,227823.03,226776.78,242530.86,249607.02,219478.36,222691.03,233651.84,922498.25,715244.4,808754,#N/A
85,H1,26,308999.22,322304.16,352062.47,321007.75,337947.12,319927.22,334712.28,322117.8,336950.2,291449.25,662672,1596596.1,631334.6,304146.38
86,H2,26,290234.9,287225.3,310402.22,294880,296262.72,284567.2,298091.75,288295.44,297433.38,275307.22,549194.75,1200983.2,783130.1,267750.3
87,H3,26,303133.6,281903.72,290935.28,303967.3,285562.28,285284.22,287458.03,284236.8,277341.47,307278.72,563166.56,1273366.4,1290371,271705.12
88,H4,26,264245.97,269560.84,266352.34,265386.12,266919.2,287995.28,283889.62,266767.2,951781.75,269190.8,979996.3,915280.9,1391851.5,247837.05
89,H5,26,248759.58,248329.08,286350.47,251028.7,251915,249792.84,254653,238418.25,257284.47,255066.47,894384.6,816035.44,1005612.4,240710.52
90,H6,26,250863.69,254972,258184.8,350561.16,258487.55,261667.69,844118.7,261793.86,271344.53,269803.94,880215,830257.9,669557.3,#N/A
91,H7,26,233601.89,240694.16,244737.33,263652.94,248270.64,248116.88,242034.14,245576.62,248608.58,248006.52,251466.38,1778313.4,573179.4,#N/A
92,H8,26,255884.75,266026.97,266683.34,258129.03,258221.22,258830.31,259712.73,284919.12,259213.06,606010.94,258177.67,1244804.5,1107424.1,#N/A
93,H9,26,323648.06,248189.67,242480.14,243229.95,234012.9,236844.2,244445.64,234763.44,251227.8,239493.06,912647.25,1344845.8,1064065,#N/A
94,H10,26,271069.3,292929.25,260173.81,267884.66,262060.77,251018.28,259432.4,259251.5,259694.28,248196.84,555070.4,1154650,888851.3,#N/A
95,H11,26,240404.58,250353.44,242977.14,248429.25,250577.17,633569.4,250538.61,241875.73,243132.83,232876.39,314019.94,339438,869648.6,#N/A
96,H12,26,217736.03,246870.95,226239.38,228637.86,253184.2,241100.05,256329.22,253340.31,263196.97,229755.7,494008.22,734214.8,547621.7,#N/A
1,A1,27,335066.62,333859.75,355661.97,325060.94,343425.97,1142379.5,756198.8,323076.84,323787.9,282928.34,582825.06,1402790.9,892156.06,#N/A
2,A2,27,306607.7,322384.28,335706.8,323824.2,334092.84,303697.38,321183,294422.22,307989.88,285491.72,747617.9,968996.1,326272.6,#N/A
3,A3,27,302373.78,322928.03,304206.4,300953.25,301276.9,314597.88,311574.28,289788.7,291602.75,271077.2,1400584.8,1849709.5,512938.53,#N/A
4,A4,27,287044.88,293189.44,291956.56,291917.97,290884.34,290224.5,297799.16,290090.84,285397.06,283414.94,1079931,1513901.1,1259655.2,#N/A
5,A5,27,269409.16,282637.53,273095.16,271376.4,278100.97,281007.03,285080.2,290135.38,267808.34,265628.7,737112.4,883259.5,876001.2,#N/A
6,A6,27,229745.97,244203.55,237458.1,231398.44,255002.28,242706.8,241254.47,235139.31,257545.23,256890.86,1639457.2,993760.94,246305.67,#N/A
7,A7,27,246698.47,258239.52,257404.97,248871.23,258473.6,245764.72,269770.56,250605.75,256071.02,260622.1,980206.6,1550778.1,1072264.4,#N/A
8,A8,27,261919.16,269155.88,273084.62,258630.55,266169.97,256609.7,268951.34,261864.02,270606.72,288971.25,1345233.2,496612.62,1323143,#N/A
9,A9,27,275923.22,273521.12,274723.7,268752.88,262638.53,292997.1,285259.3,289070.62,259267.06,265887.12,1377510.9,751427.7,273301.62,#N/A
10,A10,27,272822.3,307744.1,281009.28,289827.5,288884.72,278068.88,279644.84,275882.25,267027.1,294091.1,951841.5,277178.66,1413235.2,#N/A
11,A11,27,257207.23,269704.84,250061.02,272667.3,264597.78,253956.8,268976.7,242875.97,244510.31,340685.03,260121.95,1057500.6,532693.7,#N/A
12,A12,27,235975.19,256307.08,260431.38,241113.83,258808.92,250309.2,239777.9,236207.27,243917.75,233953.44,235918.61,265259.72,1143465.8,#N/A
13,B1,27,328137.78,328560.5,327004.6,346974.53,320883.3,325100.53,340523.94,311949.06,330355.3,305932.3,362678.3,787531.8,1430084.2,#N/A
14,B2,27,271535.88,287984.97,300890.5,305209.94,276839.16,309805.53,287527.47,289113.28,266060.72,255454.72,282575.4,949514.4,312100.28,#N/A
15,B3,27,271304.28,276227.38,283871.53,264395.28,268535.84,267853.06,266269.16,277706.2,266710.34,279255.94,926910,1278721.6,789521.6,#N/A
16,B4,27,257013.77,268940.72,256464.17,251983.78,255652.53,559379.06,817032.3,254602.2,252421.1,271054.75,1265653.6,266685.97,275082.97,#N/A
17,B5,27,236624.77,248854.72,278390.4,240676.44,242497.16,248406.88,244698.78,242795.98,258995.34,277758.53,1029003.8,600902,561690.25,#N/A
18,B6,27,254495.03,238232.64,249041.67,411348.12,251440.14,242700.19,257751.53,246255.58,246176.61,246855.48,907573.44,2163036.2,718981.8,#N/A
19,B7,27,240199.14,233101,243884.86,238816.14,245822.94,238159.4,209790.02,226121.16,239499.66,239332.86,985340.06,236295.9,1685661.2,#N/A
20,B8,27,229077.98,237678.11,267777.9,245601.95,239700.2,247733.36,238955.36,318322.4,246483.19,244956.56,601170.7,1064525.2,1002204,#N/A
21,B9,27,230393.8,248606.02,240809.58,235437.47,238985.56,239049.06,236871.45,240969.08,235316.89,849640.56,482726.78,242430.17,1577848.9,#N/A
22,B10,27,245670.19,248594.81,242680.88,239921.83,252215.39,242928.1,243123.42,252246.4,236451.89,241081.27,809832.4,732532.8,1069421.8,#N/A
23,B11,27,239674.88,251157.31,467256.22,247274.86,247890.11,247142.33,248886.66,230980.64,231426.9,234884.6,339084.75,683197.3,1480142.4,#N/A
24,B12,27,249647.05,238067.58,246609.16,237867.94,239687.89,253283.7,237688.66,224858.64,237912.31,258002.14,633691.75,1369749.8,870620.8,#N/A
25,C1,27,324684.06,322807.2,347786.25,329525.4,346265.2,321119.66,332085.6,332400.2,366986.94,287508.03,452322.94,926698.3,1259476,322697.8
26,C2,27,233021.31,282066.25,284603.6,285281.06,285817.28,285666.34,287550.12,268797.38,246763.56,277761.3,299687.6,780859.56,438613.38,257622.58
27,C3,27,247622,251837.9,253268.7,264653.44,274614.06,256961.64,256893.42,249971.92,246939.88,271186.2,1437739.8,1099780,1406213.5,237908.66
28,C4,27,244039.66,246098.72,245847.19,241017.62,251847.66,979419.5,258013.33,241050.17,232594.11,255332.3,1017463.56,903594.75,972902.1,238354.86
29,C5,27,253070.88,244160.22,248022.78,238381.97,253108,241922.58,245519.03,232110.45,470857.3,258179.11,1278157.2,570590.5,473502.47,226352.66
30,C6,27,222683.05,233371.5,691436.9,226340.89,229879.23,268386.1,246021.9,224065.17,234072.03,249022.05,511829.6,232164.03,1181137.4,#N/A
31,C7,27,228485.3,236394.66,259844.39,231740.69,233635.69,230508.17,229034.64,224276.81,238088.75,229095.02,1705091.1,525194.75,1547408.9,#N/A
32,C8,27,240938.84,237338.98,229433.72,239606.45,234683.06,223502.75,259214.67,224868.69,223509.9,239079.06,1228110,967393.4,1047413.94,#N/A
33,C9,27,210608.53,220143.23,218996.95,215423.08,213998.33,212487.64,238163.14,335183.47,210876.9,215350.69,599234.25,219167.08,1161364.4,#N/A
34,C10,27,311488.5,314531.56,315609.38,318679.38,334902.4,341060.12,306698.3,1033837.94,1222180.9,280360.2,819101.94,1061521.6,1362828.4,#N/A
35,C11,27,231879.31,246863.62,247577.45,231313.98,234072.11,237460.89,244051.14,227503.94,231059.77,233800.3,629997.7,551213.56,1403748.2,#N/A
36,C12,27,235320.08,226511.95,241410.78,235525.48,254752.77,238536.69,239862.2,225612.4,242403.36,235124.36,540826.2,841883.8,461491.47,#N/A
37,D1,27,332876.47,343749.78,337191.7,343595.25,351491.44,990281.06,336399.72,316359.4,307170.47,302488.62,986545.2,894924.7,797271.06,311506.62
38,D2,27,282899.28,294005.03,289003.9,300044.84,298237.2,294029.3,295441.28,282884.34,276845.9,305368.94,774820.7,1376486.1,499467.03,264963.38
39,D3,27,263493.12,259578.36,266153.8,257220.42,257677.67,259028.17,262578.12,263675.03,253707.31,235180.73,1805138.4,813642.75,999695.56,230378.58
40,D4,27,247214.69,259152.72,262304.84,261090.6,277165.1,1209092,252823.06,240451.98,259449.92,258575.3,1123754.9,1543525,1042922.8,240799.66
41,D5,27,244001.12,239083.6,256893.03,256482.61,503308.03,238197.83,251015.5,234639.14,241377.12,238869.38,1342060.2,564341.06,1843067.5,219104.83
42,D6,27,242169.62,254530.7,245363.42,242888.44,246816.86,244765.02,249855.75,235440.73,238891.3,243491.66,1018617.9,919235.25,249082.75,#N/A
43,D7,27,279040.1,243090.81,233193.89,287877.5,249913.84,238994.44,239045.08,224765,235280.11,240510.34,2041919.8,348924.2,1293991.5,#N/A
44,D8,27,510842.88,225819.36,231884.31,222489.72,574323.9,227363.22,231990.19,257633.81,221470.98,239743.81,1152551.2,755277.44,1233578,#N/A
45,D9,27,211420.5,221497.02,231765.31,221323.95,230054.5,222920.78,218307.22,217988.5,212254.5,232448.98,507090.22,981732.94,1586911,#N/A
46,D10,27,225107.28,234674.95,230935.72,232433.72,246555.58,235386.53,227937.03,221107.38,220649.52,513550.53,382766.94,747950.6,713692.4,#N/A
47,D11,27,282097.34,236568.52,232788.34,228187.9,238009.31,230529.4,225872.94,224083.1,227182,225591.92,343093.25,456921.4,2057658,#N/A
48,D12,27,278928.4,249344.47,243079.55,238836.36,237366.22,232944.17,260315.94,225957.72,230211.8,244717.73,1094173,1252239.4,613301.44,#N/A
49,E1,27,327931.16,346817.22,348300.22,341541.56,355105.2,334708.56,351880,331368.53,322783.94,937805.44,1781710.8,900337.06,1139836.5,321049.5
50,E2,27,312343.94,713106.5,663648.1,291281.38,285738.9,661458.5,290592.9,281075.16,273481.97,292109.47,724294.56,1555962.2,393385.56,265882.78
51,E3,27,279456.9,256981.97,271515.1,257024.84,257143,276339.94,257518.77,266368.8,246416.48,732901,1132228,1715707.1,849151.06,236169.64
52,E4,27,295609.3,288911.06,289315.7,289203.97,290681.38,297591.38,293844.5,293894.25,284256,307594.94,1404048.1,938769.75,2141877,253684.5
53,E5,27,296564.97,309581.7,321659.16,325087.72,320155.22,321264,315181.62,313427.6,307535.56,329856.72,308151.28,313534.7,1926247.4,284018.72
54,E6,27,234645.27,229788.22,235515.47,237247,259293.72,227517.06,241901,233086.98,892772.56,235439.56,933379.3,1210538.9,750585.1,#N/A
55,E7,27,227809.45,235532.48,242921.98,264273.56,231335.16,249026.69,242934.58,239274.19,232777.12,245050.9,317195.34,243314.53,1181326.6,#N/A
56,E8,27,235339.11,229724.55,232935.28,230137.53,226666.8,231335.3,244581.66,247716.94,221564.77,257965.33,226237.45,2079011.9,535065.9,#N/A
57,E9,27,966506.8,224625.42,223032.02,215214.61,222293.36,223421.56,217883.06,211605.89,220803.97,210325.36,1138241.4,1124594.9,631261.56,#N/A
58,E10,27,242837.94,238675.89,237046.34,235721.45,253035.98,234992.5,233525.53,226682.95,249783.1,234954.23,232085.45,895506.8,620171.25,#N/A
59,E11,27,230303.38,505111.66,238668.31,251713.6,237316.9,237633.52,238902.58,216653.03,245326.6,243151.86,232184.83,1162241.5,1077774.2,#N/A
60,E12,27,220080.7,247359.86,233843.11,325132,276325.56,240959.28,233673.97,225074.69,217521.1,221391.14,732386.25,880697.2,827260.2,#N/A
61,F1,27,327770.3,342673.72,568788.7,331837.78,363260.28,346652.94,360784.75,331562.84,314680.12,322526.25,838073.1,2664888.8,1334523.9,322319.3
62,F2,27,287499.56,291693.94,300400.22,303077.7,303034.12,293596.3,997983.2,277505.8,279330.5,319533.34,1239019,978706.9,679483.75,268827.22
63,F3,27,253943.69,257918.44,273611.97,265213.22,259895.66,256874.1,607021.2,570963.44,253519.28,262248.7,267089.4,1457509.4,1257418.8,238634.5
64,F4,27,261212.14,281972.16,271759.38,271648.44,278672.62,260211.19,919216.3,253115.55,803715.4,273494.72,282146.06,1647167.9,1385516.1,256778.38
65,F5,27,218260.97,231864.25,233220.08,222073.42,226262.61,245555,226136.94,215385.8,227327.62,224406.47,1400634,521722.75,953433.75,208475.42
66,F6,27,249283.6,235560.7,239452.83,237718.53,235894.42,239971.83,237932.55,229409.47,228887.56,244763.94,802504.4,1623798.4,726735.7,#N/A
67,F7,27,224689.88,232222.44,239530,229025.05,229825.1,243412.11,239796.9,238185.53,230497.28,229829.72,1454193.6,479985.72,1536544.1,#N/A
68,F8,27,221270.69,250673.33,239941.19,251267.64,234277.55,231164.36,244593.95,215078.9,242490.1,220815.2,884856.4,598482.06,889894.75,#N/A
69,F9,27,218844.69,256348.14,1375644.5,226259.6,252676.61,241513.95,229058.08,222191.86,226448.05,228098.06,535404.8,699201.06,602519.9,#N/A
70,F10,27,384837.47,259325.31,236534.44,230886.73,223320.36,233094.66,757209,209865.31,220621.3,218237.9,806680.56,862083.9,1251096.8,#N/A
71,F11,27,193924.25,235576.31,234429.77,214709.34,239862.97,222602.14,222142.05,211378.72,221677.69,217911.83,1180250.5,564651.1,324859.1,#N/A
72,F12,27,243025.66,241422.75,229633.9,220011.56,224547.77,229347.3,224918.42,217165.5,217034.36,243725.11,539052.7,998919.2,562418.56,#N/A
73,G1,27,308330.44,320852.4,304134.84,297285.47,328467.44,312179.47,379118.8,327120.16,300861.4,316968.9,764742.1,1771359.1,693585.7,312228.06
74,G2,27,271612.53,281897.28,306519.6,283803.47,297050.34,312929.53,291799.22,277890.4,292619.38,277204.3,793835.75,1360517.4,1037527.25,269568.06
75,G3,27,260021.9,266316.75,300950.53,278771.25,526355.3,281546.3,282189.97,265618.9,266000.6,267436.9,935897.25,1041771.1,2417147.8,249233.25
76,G4,27,246354.22,250516.36,260662.12,261615.05,267763.53,267852.38,254393.06,261211.94,256752.27,315742.53,920660.25,708698.56,1446150.2,236095.81
77,G5,27,246685.66,240781.67,252384.9,255363.81,250624.66,244132.23,254637.84,237894.1,250578.95,233452.12,627275.7,996516.6,1286603.6,222722.12
78,G6,27,779563.6,241499.61,243576,238363.52,255162.61,244576.19,228812.73,224680.27,243553.67,238510.64,943678.56,1128843.6,1422238.6,#N/A
79,G7,27,223541.1,222982.12,218257.56,215324.64,218657.62,213030.17,256817.3,209328.7,222330.08,242242.78,214467.5,1299579.9,1038548.1,#N/A
