well_number,well_position,cycle_number,POOL_T80K_1,POOL_T80K_2,POOL_T80K_3,POOL_T80K_4,POOL_T80K_5,POOL_T80K_6,POOL_T80K_7,POOL_T80K_8,POOL_T80K_9,POOL_T80K_10,POOL_WT_1,Non-targeting,Untransduced_WT,Untransduced_T80K
96,H12,20,221698.39,245713.55,224837.19,226125.28,250541.03,239417.38,249002.45,246817.58,251091.45,228593.45,413699.56,588360.06,454776.34,#N/A
1,A1,21,331411.9,335269.66,352938.53,325706.97,347403.6,907897.1,618271.5,318428.53,319648.47,279125.5,494748.3,1048102.25,714149.56,#N/A
2,A2,21,305668.5,320399.66,328169.2,319255,333032.28,302500.03,318026,291440.78,303757.94,279759.78,602045.4,751238.4,323709.94,#N/A
3,A3,21,299554.5,321508.2,300986,300685.34,301660.75,309260.75,307418.2,286795.44,290082.94,268729.12,1044047.1,1354525.1,449832.8,#N/A
4,A4,21,284303.22,290124.5,290351.25,290223.4,289663.7,289505.56,295341.7,285390.84,282291.22,273405.1,822827.1,1117856.2,944173.8,#N/A
5,A5,21,268254.94,278804.97,270831.22,269966.4,275690.4,279364.22,281044.78,281469.8,265721,261504.08,585110.8,679972.44,678914.25,#N/A
6,A6,21,229021.47,241038.16,235907.4,230211.73,248279.23,238411.72,239804.34,231892.98,248646.31,248386.77,1189367.1,770273.9,242407.56,#N/A
7,A7,21,244877.8,256401.89,253409.48,249040.4,256541.28,245935.38,263001.28,249271.78,253243.4,256049.95,738876.94,1135267,804538.8,#N/A
8,A8,21,261323.27,267373.53,269463.75,258094.36,265157.94,255485.97,266261.5,260270.02,266344.94,281557.3,997599.8,422578.72,981768.6,#N/A
9,A9,21,272033.22,271936.72,270590.03,267696.28,261492.75,282500.62,276945.97,277807.62,256768.2,263806.66,1025696.9,603740,271180.62,#N/A
10,A10,21,270567.1,301118.3,276616.3,282985.5,283733.66,277501.88,276485.5,271839.2,264357.94,287663.12,736429.06,275512.8,1055828.4,#N/A
11,A11,21,254452.23,265973.5,248227.4,265898,260276.3,253573.17,262109.53,243054.23,241968.6,308861.75,257938.28,825435.7,445555.38,#N/A
12,A12,21,235052.12,253275.27,257411.75,239550.55,252274.95,248718.95,239024.02,228271.95,240503.36,231001.53,238990.1,266676.88,883767.3,#N/A
13,B1,21,321030.1,327320,325094.8,337865.88,321235.44,321241.9,336056.16,306365.25,322539.06,301737.97,349660.97,629464.06,1092938.9,#N/A
14,B2,21,270827.7,289114.38,295837.62,297204.06,276445.03,301930.53,286697.6,278892.9,262573.2,250932.66,279870.44,734701.25,302160.12,#N/A
15,B3,21,268865.1,276126.84,278902.4,264500.3,267995.38,267139.38,265376.47,270648.03,262930.1,274243.97,714398.06,950477,619486.44,#N/A
16,B4,21,253959.52,265624.56,256063.16,250921.14,254454.4,465713.3,637970.06,252578.14,250515.81,263540.94,942938.4,264166.03,269701.47,#N/A
17,B5,21,235261.39,248438.69,268375,240611.97,243254.42,247668,244448.36,240135.83,253476.45,265300.94,773463,482199.4,457913.1,#N/A
18,B6,21,247156.6,238428.38,246380.03,354966.3,250365.7,237578.36,254555.92,240231.89,244202.89,243626.44,689437.44,1716970.8,564502.75,#N/A
19,B7,21,234965.98,233088.42,240704.2,235068.38,241653.61,235465.92,208535.4,224329.22,236263.56,236838.33,749946.44,233862.08,1285731.1,#N/A
20,B8,21,226676.75,238824.45,258690.67,243743.83,238853.42,246321.58,237751.31,286939.75,241550.1,240788.61,480642.8,806619.25,754200.94,#N/A
21,B9,21,229034.31,247044.33,240742.9,234085.8,235964.17,237396.6,236429.11,235408.28,231203.02,649416.56,403329.75,240829.92,1157612.4,#N/A
22,B10,21,243243.86,249004.23,240707.3,238239.98,247913.19,240288.8,242092.95,244962.8,233689.47,238298.62,624281,578514.6,808006.7,#N/A
23,B11,21,239461.36,250746.11,398487.2,244468.14,246296.06,243831.17,248100.83,229207.02,228879,233061.98,306502.53,548359.25,1097679,#N/A
24,B12,21,244726.69,237478.83,245672.69,237651.75,237673.39,250354.97,236383.53,223653.47,233207.28,248882.5,525149.56,1040192.5,686264.75,#N/A
25,C1,21,321032.56,323789.8,337740.7,327897.1,341626.2,317540.9,331596.84,322328.94,344502.56,282297.1,407636.94,729678.5,948920.44,316444
26,C2,21,231076.1,281836.22,283951,284182.88,284386.72,284487.03,286634.3,266591.34,243596.97,275785.4,291035.47,613969.1,388818.5,256587.36
27,C3,21,245842.36,251801.62,253472.36,261701.61,267107.62,255782.75,256368.72,246057.17,245944.22,262363.94,1055329.4,824273.5,1036311.9,236574.23
28,C4,21,235307.34,245482.88,243680.17,240490.48,250256.81,745710.75,255260.36,238831.47,231279.3,250066.62,770248,690825.06,738157.44,232119.5
29,C5,21,247193.5,243526.1,246419.05,238257.52,249501.4,240014.06,243947.8,231449.14,394511.94,251915.28,947055.75,461590.66,398699.06,224667.55
30,C6,21,220894.98,233612.1,544402.75,224770.34,228630.53,255827.66,241221.58,222495.47,229770.3,242712.7,416576.38,229739.72,882054.6,#N/A
31,C7,21,226646.94,233703,251597.83,230209.5,229499.05,227138.1,228308.77,222925.62,232379.88,225870,1245599.4,425618.38,1145064.6,#N/A
32,C8,21,235264.89,237838.78,226615.8,233372.8,233095.62,222858.64,249171.23,222148.92,220770.66,236282.8,913431.75,733584.44,784840.94,#N/A
33,C9,21,209033.69,218183.69,217417.05,214157.61,212481.25,211202.36,229470.4,296451.03,208276.36,212139.62,472535.75,217305.12,865557.06,#N/A
34,C10,21,306259.78,313101.1,311936.75,313345.25,322189.5,327328,306517.3,801219.75,948970.6,276411.28,650566.3,819966.75,1029483.7,#N/A
35,C11,21,231343.02,244926.56,242961.19,230145.72,233016.08,234950.55,239595.34,225423.72,228143.69,230584.45,505127.97,451647.75,1048436.5,#N/A
36,C12,21,232528.83,225663.19,240799.73,233707.11,245665.19,238537.34,237865.47,220809.3,234274.86,231078.55,446507.7,661557.5,397096.9,#N/A
37,D1,21,329895.78,341909.03,335520.16,344313.03,348050.9,780969.1,336325.06,312091.88,305990.22,295664.34,769744.9,707706.44,638142.5,310250.97
38,D2,21,282616.22,292089,287914.72,294989.1,296188.78,288617.88,294966.84,276177.44,274761.47,292521.84,611868.2,1016897.4,428243.97,262766.66
39,D3,21,259027.17,260185.3,260906.89,255754.83,256884.58,257312.33,260426.56,257159.84,251565.3,236615.53,1335662.6,631529.4,756344.4,229404.61
40,D4,21,246705.66,258254.97,258156.84,257796.81,268860.72,928761.56,252449.47,238038.17,255898.44,251159.97,848166.56,1139331.4,786318.94,236258.33
41,D5,21,238384,238719.53,250021.5,248999.3,433714.5,236379.98,246838.42,232006.97,237522.72,236635.34,996581.25,457532.84,1334943.8,216106.22
42,D6,21,238032.23,252201.67,242540.17,239418.53,242819.64,242794.36,246379.72,232162.44,236196.44,241629.39,789871.2,701916.6,246249.95,#N/A
43,D7,21,261548.56,239981.58,231607.86,267577.75,241986.36,235703.1,236681.66,223192.03,230707.4,236209.4,1546041.9,310163.25,949624.56,#N/A
44,D8,21,414646.84,224886.72,227799.56,220500.73,466417.12,224830.55,230019.7,244497.73,218141.56,233708.95,853708.56,585621.75,935788,#N/A
45,D9,21,209440.19,220477.22,227272.78,219048.83,224265.28,219328.11,216352.67,214887.77,211249.73,225020.05,412605.12,738367.75,1233999.4,#N/A
46,D10,21,224285.64,233675.92,228611.97,229203.58,238942.12,231823.53,226351.53,219121.8,218671.36,421786.06,329819.03,597574.6,558240.6,#N/A
47,D11,21,265599.66,235143.05,231867.97,226222.14,232761.75,229322.22,224369.89,221380.38,223957.88,223762.69,304319.5,388892.47,1541091.2,#N/A
48,D12,21,267643.84,246190.16,242057.38,236297.17,236185.25,231599.22,252014.27,224062.52,228511.95,242056.25,844127.3,952519.2,509279.72,#N/A
49,E1,21,327044.78,344695.88,343476.47,341030.88,350794.28,333465.78,349308.03,329725.88,319567.8,732529.56,1307454.6,712997.5,877951.5,316760.97
50,E2,21,299391.4,591465.4,539080.25,290129.28,284737.47,567181.5,288865.56,276062.72,271154.3,283232.22,577820.06,1144678.6,359897.84,265484.88
51,E3,21,269264.2,256064.77,264997.1,256651.67,255037.9,272658.66,255760.78,259495.64,242924.08,574595.75,849733,1249261.4,652735.94,234002.95
52,E4,21,289176.84,288572.06,287668.5,286902.22,287811.34,292694.4,291200.6,285879.75,280878.7,298479.84,1057795.8,723471.1,1554794.4,251691.39
53,E5,21,295138.03,307057.6,318339.38,316876.53,315091.8,315934.06,311481.8,308363.12,304241.5,319744.47,305499.8,310646.06,1410539.2,281648.2
54,E6,21,229735.11,229129.84,231888.94,232704.27,247860.52,226438.16,237183.2,228543.97,678004.5,232601.94,702895.06,889094.1,600314.44,#N/A
55,E7,21,226324.7,235408.38,238600.78,253681.75,230156.56,243550.64,239474.48,235717.28,229910.8,241524.48,288766,240509,877178.25,#N/A
56,E8,21,228983.77,227433.72,230138.45,226799.62,225390.95,228527.42,240081.5,236930.02,220406.92,245651.38,223885.05,1522237.4,443038.75,#N/A
57,E9,21,736827.8,223742.5,221891.31,213826.08,219829.42,220028.52,216511.98,209437.44,217265.36,208747.55,840051.1,830835.2,491419.3,#N/A
58,E10,21,236363.75,237364.72,234653.31,232436.22,244171.42,233101.53,231110.39,225068.66,239375.19,230822.58,229717.44,687342.3,493408.38,#N/A
59,E11,21,230209.55,430865.12,237225.12,244152.28,234082.1,234593.23,235265.22,215021.33,237820.78,235716.08,228846.72,884630.9,822813.94,#N/A
60,E12,21,219547.67,243941.38,230871.78,293254.66,258675.53,239120.92,232574.19,222720.34,217884.19,219979.7,580197.4,686946.9,654742.1,#N/A
61,F1,21,328779.66,343716.34,490568.6,335207.66,358461.47,345104.56,357533.12,327276.53,311593.16,315788.8,670532.94,1956499.1,1005992.25,320458.22
62,F2,21,283402.84,291479.03,295614.3,296704.22,298991.03,291606.4,771916.6,274319.5,277018.5,306455.97,923753.94,746440,546978.6,267576.6
63,F3,21,252591.97,258002.6,268845.34,262523.16,257985.39,256277.83,494148.78,463503.78,251333.98,259265.52,263770.94,1060251.4,930106.06,238780.77
64,F4,21,258529.86,276516.9,266417.28,266188.06,271655.5,260996.05,706689.7,251354.84,616389.56,269805.72,273548.78,1188745.9,1019404.5,250954.27
65,F5,21,217173.7,230673.5,230487.06,221019.67,225175.66,236408.03,224868.38,212986.22,224314.7,222304.38,1023304.75,422996.66,722605,207106.56
66,F6,21,241677.42,234641.06,237308.17,233831.23,234316.7,236099.16,236944.47,227018.27,226321.98,240013.23,617754.06,1186241.9,596444.5,#N/A
67,F7,21,222075.03,232025.45,235675.05,226464.48,227274.58,235858.92,236373.23,231060.97,227311.88,226668.17,1065659.6,397066.97,1143928.5,#N/A
68,F8,21,218317.94,246087.48,235812.16,241833.97,232059.56,225085.03,239116.55,213860.81,236506.28,218877.14,672137.2,475218.94,679995.4,#N/A
69,F9,21,216933.69,249550.34,1030930.5,225521.34,243786.4,236089.42,227943.16,221171.81,224585.52,225632.14,434856.22,551216.4,484344.12,#N/A
70,F10,21,332608.38,252241.31,232230.45,224584.12,221838.52,226163.53,583445.7,207646.92,218325.47,214886.88,624798.44,663915.56,927045.75,#N/A
71,F11,21,193948.77,233592.89,232595.4,213933.86,232852.16,219205.95,220812.28,207958.28,216411.86,213687.66,886740.1,457539.88,294861.38,#N/A
72,F12,21,234714.9,237557.42,228244.95,217555.69,222816.33,225436.05,222859.14,216103.6,214043.69,235145.28,444863.22,781919.56,465477.94,#N/A
73,G1,21,303668.38,319061.34,300735.56,298343.25,324569.5,311372.72,361976.44,316870.88,298133.53,302814.94,614417.06,1299281.9,567090.5,306477.78
74,G2,21,271284.16,281235.56,296264.1,282548.47,295198.5,302620.66,290474.34,274501.25,284911.84,272362.6,622319.94,1002699,789026.3,268000.06
75,G3,21,257895.28,265952.53,289620.4,277174.8,448445.56,278577.38,276202.56,262653.1,262048.23,264217.6,723355.9,783710.06,1857960.1,247848.81
76,G4,21,245444.6,251307.02,257699.1,259834.45,262575,264014.16,251502.03,254633.81,251591.03,292026.78,702957.25,557179.06,1063858.8,235006.42
77,G5,21,241251.7,240295.98,246722.17,250883.83,246322.72,240905.92,248147.83,235821.42,245108.12,231305.28,500168.62,748197.75,951673.6,220788.44
78,G6,21,610722.9,241207.05,240975.77,236662.27,250439.94,241278.58,224722.4,222706.4,240262.75,233287.98,721225.5,847670.3,1054289.8,#N/A
79,G7,21,218512.89,222217.64,217338.98,213212.12,216603.7,210359.12,246704.31,207167.42,217640.44,230715.78,212750.08,952160.75,784796.3,#N/A
80,G8,21,224291.6,242602.66,248586.19,243607.22,231915.61,225489.36,244281,230742.03,230891.95,227970.39,1019959.75,544948.94,817965.44,#N/A
81,G9,21,228615.1,232001.89,227326.06,225095.88,239984.72,240983.61,229829.2,224338.14,222920.5,221552.1,477258.44,329371.94,776466.2,#N/A
82,G10,21,228747.17,236069.34,234593.69,234678.14,256969.31,229094.94,232899.42,224181.89,236718.9,219715.02,631632.9,538971.75,594481.2,#N/A
83,G11,21,217730,226534.25,227496.06,225469.16,230706.3,223676.61,228381.05,225253.28,210967.27,214453.16,920042.9,646012.4,1087373.5,#N/A
84,G12,21,241114.92,240313.36,234810.89,225862.2,226475.67,238541.47,243958.94,219076.45,222434.44,228747.83,739514.8,587257.56,663506.5,#N/A
85,H1,21,306620.97,324443.06,341580.97,325859.28,335882.56,317714,330828.3,313927.3,328692.34,287084.28,562412.94,1234445.4,541557.6,301607.62
86,H2,21,285450.38,285848.2,304084.47,291583.72,293303.8,284048.3,296099,282297.16,289743.03,268863.7,474669.5,936532.1,639906.9,266037.06
87,H3,21,294343.34,281321.47,286117.34,296803.66,283220.47,284370.47,284935.4,281769.28,276259.4,291534.66,484222.75,988843.5,1003323.7,269278.94
88,H4,21,260332.64,267512.25,263893.66,262658.8,265239.84,284163.72,278036.56,263194.44,753743.06,266320.66,777922.44,735759.25,1121482.2,247064.98
89,H5,21,245344.84,247342.16,272466.53,250536.92,250721.44,247457.22,252628.92,232446.14,253300.05,251962.05,712336.7,654749.6,789982.56,237418.38
90,H6,21,248776.19,255082.78,255787.73,323889.3,255925.6,258578.22,680544.56,251527.33,265334.25,266352.44,710161,666245.9,552626.1,#N/A
91,H7,21,232088.31,240314.72,241335.78,256270.88,244500.25,243437.8,240490.42,241378.28,246655.64,244834.38,247335.05,1376580.1,482069.06,#N/A
92,H8,21,253996.88,264818.25,263950.4,257472.7,256693.36,257018.02,258385.98,274124.47,256718.8,528238.25,256475.27,971088,875234.44,#N/A
93,H9,21,324333.12,245743.34,241064.22,241186.36,233391.34,236207.56,242046.98,233904.39,245781.06,236125.45,733523.44,1045950.94,828805,#N/A
94,H10,21,265733.25,282231.56,257902.94,263956.8,258095.53,250119.14,256889.69,255483.84,256677.64,244356.25,476129.34,916047.6,714181.44,#N/A
95,H11,21,239262.31,250422.83,242828.77,245203.08,248357.22,526042.6,248395.52,240386.44,240570.81,229761.66,297365.6,315349.03,704518.7,#N/A
96,H12,21,220592.47,245643.44,225062.27,226914.84,251601.61,239469.58,249837.56,247945.81,253145.14,229214.5,425882.53,610491.44,469373.44,#N/A
1,A1,22,331626.56,335018.38,352871.44,325581.56,347772.66,946686,641115.4,319825.3,319916.72,279243.75,507862.38,1105153.8,740288.56,#N/A
2,A2,22,306704.1,320434.9,329483.1,319586.12,333028.4,302297.88,318150.47,291441.06,304144.66,281648.47,625034,786145.3,323713.47,#N/A
3,A3,22,299905.5,320717.62,301106.84,300346.47,300773.9,310477.8,308836.94,286617.72,290389.4,270286.03,1101300,1434470.9,460488.56,#N/A
4,A4,22,285777.47,290369.22,290288.06,290490.44,289719.4,289858.56,295379,285723.6,282262.38,275848.47,862946.44,1182605.9,994015.2,#N/A
5,A5,22,268868.47,278653.2,271224.3,270622.84,275819,279806.75,281442.44,283183.44,265603.22,262657.3,608620.1,712986.5,710904.75,#N/A
6,A6,22,229588.4,241059.5,236236.6,230021.84,249332.05,238633.36,240927.25,231843.86,250704.14,249747.39,1261800.1,806707.56,242685.19,#N/A
7,A7,22,245816.5,256485.9,253490.08,249470.25,257100.67,246601.33,264291.03,250022.69,253667.94,256440.5,778224.9,1202398.6,846716.75,#N/A
8,A8,22,262010.95,267106.47,269772.16,258134.8,265297.34,256056.42,266516.03,260616.72,266707.22,282143.84,1052556.5,434142,1037110.3,#N/A
9,A9,22,272166.34,271642.7,270873.28,267785.62,261989.3,284423.03,278136.53,279776.3,257047.4,264725.3,1082210.4,628465.9,270970.72,#N/A
10,A10,22,271354.66,302341.94,277530.34,284096.84,283955.8,277384.47,277006.44,272913.88,264837.88,288739.06,771219,275696.94,1112840.1,#N/A
11,A11,22,254873.22,267148.03,248453.69,267363.1,261113.12,253435.02,263794.9,242419.6,242432.34,314079.4,258677.67,865017.56,459060.97,#N/A
12,A12,22,235726.25,253555.84,257098.72,239803.45,253354.89,249376.23,238977.05,228652.75,241121.61,230997,237844.84,264954.6,924567.9,#N/A
13,B1,22,321622.5,327356.78,325430.75,339655.88,321853.1,321979.44,337293.16,306769.75,324643.88,302518.34,350985.62,654298.5,1149715.1,#N/A
14,B2,22,270865.97,288612.28,296720.38,298423.66,276310.53,302556.47,286323.94,280361.06,264276.1,252503.02,280431.78,769506.3,303251.5,#N/A
15,B3,22,269036.4,275833.47,279564.78,264149.47,267826.3,266814.56,265280.53,271541.7,264201.28,276210.44,748773.3,1003918.4,646571.8,#N/A
16,B4,22,254593.28,265882.06,255911.75,251693.77,254508.56,480372.6,665712.1,252475.23,250380.02,266434.25,995112.2,264506.44,270608.66,#N/A
17,B5,22,236446.11,248788.89,270438.06,240515.28,243159.88,247540.48,244423.62,240436.6,254826.73,268142.56,815265.2,501661,474728.84,#N/A
18,B6,22,248185.53,239061.73,246363.55,364355.8,250613.6,237775.2,255700.7,241506.16,244529.31,243968.64,724103.2,1793599,589104.4,#N/A
19,B7,22,235872.89,233252.8,241507.72,235552.23,242480.67,235832.84,208437.28,224504.67,236430.88,237874.67,787020.06,234521.75,1352797.9,#N/A
20,B8,22,227868.5,238664.42,260014.4,243796.89,239069,246289.12,237699.84,291941.44,243262.69,241523.58,500051.75,847854.9,793977.75,#N/A
21,B9,22,229223.45,247561.48,240719.55,234855.53,236080.8,237089.8,236456.2,236044.06,231805.17,681944.6,416657.6,241008.52,1225966.1,#N/A
22,B10,22,243861.4,248799.58,241221.73,239175.23,248763.17,240942.27,241750.17,246335.19,233888.02,239591.55,654545,603436.06,850421.25,#N/A
23,B11,22,238968.5,251026.92,409885.3,244628.17,246492,244041.86,248261.1,229441.42,228863.16,234246.78,311279.4,570376.75,1158512.5,#N/A
24,B12,22,246013.5,238377.39,245927.02,237897.98,238297.3,249782.11,235989.39,223251.78,234672.12,251088.92,542957.9,1093102.9,715655.56,#N/A
25,C1,22,321606.34,323616.62,340488.5,327267.62,342934.16,317663.8,331235.53,323458.4,348583.9,282779.56,414120.56,760809.06,997213.3,317268.1
26,C2,22,231818.22,281957.78,283951.03,284355.56,284335.78,284099.3,287556.22,266710.47,244133.72,276750.4,291731.2,639690.44,397371.8,256659.75
27,C3,22,245837.48,251710.3,253548.97,261685.45,267788.25,256044.3,256671.81,247051.33,245970.31,264357.3,1116862.6,868112.1,1096254.6,236656.81
28,C4,22,236250.8,245594,244687.72,240560.7,250270.19,783073.7,255690.88,239080.06,231673.48,251392.31,809326.5,723979.3,774988.56,232658.42
29,C5,22,248132.02,243516.9,246843.69,238542.33,249730.31,240158.97,244507.84,231580.06,406699.12,253323.48,1000523.94,479358.44,411205.84,224592.78
30,C6,22,221789.92,233404.9,568741.25,225308.28,228739.42,258097.81,241618.44,222519,230602.03,243718.95,431593.03,230141.86,930050.6,#N/A
31,C7,22,226988.2,233787.9,253498.2,230483.48,230185.92,227488.98,228268.9,223401.56,232783.8,225732.61,1320895.9,441187.9,1210898.2,#N/A
32,C8,22,236167.27,237971.23,227800.1,234806.52,233567.94,223254.58,250492.77,223244.78,220927.77,236650.58,963627.1,770795.4,827308.2,#N/A
33,C9,22,209316.66,218645.03,217790.1,214133.73,212615.89,211137.62,230403.58,303042.7,208608.94,212865.56,492345.3,217528.58,914228.44,#N/A
34,C10,22,307441.94,313860,313688.72,314293.47,324334.72,328989.94,306398,838638.25,993302.7,277705.5,676374.6,859597.3,1083431,#N/A
35,C11,22,231223.4,245540.95,244240.16,230333.9,233093.66,235364.47,240647.92,225414.23,228449.25,230934.6,524186.3,467468.28,1106277.8,#N/A
36,C12,22,233685.94,225658.8,240885.94,233723.23,246475.56,238581.19,238485.7,222321.8,234445.72,232569.16,461516.47,691606.2,406884.97,#N/A
37,D1,22,330419.1,342176.5,335557.8,343447,348710.34,814917.94,336771.34,312682.12,305589.84,297485.53,804137.9,736913.8,663541.56,310222.3
38,D2,22,282596.78,293243.38,287931.78,295787.62,297420.16,289551.94,295225.94,277497.25,274573.78,294317,637791.6,1073120.5,439219.4,262837.06
39,D3,22,260421.81,260164.52,262419.47,256314.52,257363.02,257374.7,260226.61,258014.62,251720.62,235874.34,1413411.2,660558.6,796251.9,229318.75
40,D4,22,246987.81,258398.1,259709.77,258239.45,270671.97,974290,253103.83,238092.94,255964.83,251827.66,893150.25,1205996,827757.1,236953.78
